,0,0.5,2,4
2025.18496,0.00257,0.00097,-1.00E-04,0.00029
2023.25621,0.00251,0.00097,-9.00E-05,0.00024
2021.32746,0.00244,0.00103,-6.00E-05,0.0002
2019.39872,0.00234,0.00093,-1.20E-04,0.00014
2017.46997,0.00227,0.00073,-1.90E-04,0.00009
2015.54122,0.00229,0.00069,-1.70E-04,0.00011
2013.61247,0.00231,0.00082,-1.10E-04,0.00016
2011.68373,0.00232,0.00096,-4.00E-05,0.00023
2009.75498,0.00239,0.00107,0.00011,0.00028
2007.82623,0.00251,0.00115,0.00025,0.00034
2005.89748,0.00264,0.00119,0.00026,0.0004
2003.96873,0.00273,0.00122,0.0002,0.00042
2002.03999,0.0027,0.00122,0.00015,0.00034
2000.11124,0.00258,0.00113,0.00007,0.0002
